gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
EXD3,0.04499022246424921,0.07507661863379811,0.452,0.471,1
LOC115495038,0.04499242115534906,0.003822969296984207,0.004,0.007,1
CFDP1,0.04504858231430596,0.027012636611874585,0.202,0.225,1
LOC115492737,0.045064094287301903,-0.0010186412785227424,0,0.001,1
GALNT6,0.045064094287301903,-0.0012229870779117853,0,0.001,1
LOC100228762,0.045064094287301903,-0.0013178893689878336,0,0.001,1
LOC115490795,0.045064094287301903,-0.0014202424940506064,0,0.001,1
LOC115497691,0.045064094287301903,-0.0014391056073917601,0,0.001,1
RIPPLY1,0.045064094287301903,-0.0016015254979191921,0,0.001,1
LOC115493767,0.045064094287301903,-0.0016582306594825024,0,0.001,1
LOC115492420,0.045064094287301903,-0.0016710436578450834,0,0.001,1
LOC100226810,0.045064094287301903,-0.00168574290685011,0,0.001,1
EVI2A,0.045064094287301903,-0.0017601183701150872,0,0.001,1
LOC115491402,0.045064094287301903,-0.0017832839181700286,0,0.001,1
LOC105758721,0.045064094287301903,-0.001811243510110377,0,0.001,1
LOC115492881,0.045064094287301903,-0.0018359531179131107,0,0.001,1
LOC115492504,0.045064094287301903,-0.001877697377997843,0,0.001,1
PBK,0.045064094287301903,-0.0019339632498896568,0,0.001,1
LOC115495074,0.045064094287301903,-0.0019509503299438523,0,0.001,1
LOC115493232,0.045064094287301903,-0.002002043980208156,0,0.001,1
LOC105758763,0.045064094287301903,-0.0022285817181364347,0,0.001,1
LOC115491124,0.045064094287301903,-0.00252453654129575,0,0.001,1
ANXA10,0.045064094287301903,-0.004046240501542117,0,0.001,1
TMEM150C,0.04506470958675927,0.014110063797810435,0.08,0.091,1
MMP24,0.04506624161044447,0.016485095614473755,0.15,0.167,1
PRMT3,0.045136434793860744,0.08340599646438579,0.13,0.121,1
MOSMO,0.04514618854206546,0.002378827669604927,0.036,0.043,1
STIM1,0.04517333378197814,-0.0040272998956836226,0.044,0.052,1
HSPE1,0.045189802984184645,0.012112392417347406,0.092,0.104,1
RBM7,0.045287987436307006,0.0234969917034605,0.023,0.018,1
LOC100231529,0.04535567811938957,0.030316032044980457,0.18,0.202,1
PLD5,0.04540437843998644,0.04045150156777172,0.033,0.027,1
JMJD4,0.04547328167463589,-0.00588764306818218,0.02,0.026,1
INPP5K,0.04549005904660009,0.0028049927451249124,0.082,0.093,1
NUP153,0.04557725746296591,0.011078793724163316,0.11,0.124,1
CRHBP,0.04558114958822323,-0.004423704480017693,0.063,0.072,1
CACNA1E,0.045646550851903014,0.03992223438326614,0.735,0.784,1
LOC100229806,0.045749868059438946,-0.006645064952280014,0.002,0.004,1
MAML2,0.04577968004489149,-0.007600348502493581,0.143,0.158,1
LOC115496244,0.04582568697314847,0.020971301537832332,0.121,0.136,1
LOC105759121,0.04584329329991957,0.011056925456700645,0.061,0.07,1
AAR2,0.04584582210854896,-1.5441143590168294e-4,0.013,0.018,1
LOC100222277,0.045863283353066164,-0.003409647701932167,0.043,0.051,1
VIRMA,0.04586728454428738,0.011919301892993894,0.098,0.111,1
KIAA1755,0.045868772363558546,-0.004426648309519507,0.002,0.004,1
TOMM40L,0.04587394801563172,-0.005249764720086326,0.002,0.004,1
LOC100230452,0.045905240392832954,0.0026856213158146817,0.001,0,1
LOC105759260,0.045905240392832954,0.002474302871845021,0.001,0,1
LOC100221794,0.045905240392832954,0.002384087455419528,0.001,0,1
POU1F1,0.045905240392832954,0.002164501909787095,0.001,0,1
LOC100227764,0.045905240392832954,0.002122801369207344,0.001,0,1
LOC115497191,0.045905240392832954,0.0021082050839678233,0.001,0,1
LOC105759274,0.045905240392832954,0.0020452205068823503,0.001,0,1
LOC115494570,0.045905240392832954,0.0020181107360294453,0.001,0,1
LOC115491729,0.045905240392832954,0.0018784130099197144,0.001,0,1
PLCD3,0.045905240392832954,0.0017645457919281905,0.001,0,1
ACRBP,0.045905240392832954,0.001486223877668941,0.001,0,1
SORBS1,0.04597982535937152,0.008244519521127813,0.508,0.568,1
PPARGC1A,0.046002562004135286,-0.10710022905043193,0.146,0.158,1
INTS13,0.04601502870396507,0.010121913828955081,0.065,0.075,1
GGT7,0.04605885946717182,0.015851005134456614,0.081,0.093,1
LOC100226877,0.046063717736787954,5.81673603880839e-4,0.035,0.042,1
SFTPA,0.046092310098579316,0.014956369583908266,0.016,0.012,1
OTC,0.04612213839113676,0.005778539435069048,0.002,0.001,1
WDR3,0.04614061716387392,0.0053078069821762,0.045,0.053,1
C3H6orf58,0.04615620834021317,0.004596209184323694,0.002,0.001,1
KLHL41,0.04618353155514994,-0.0047026354802736405,0.003,0.005,1
ARHGAP27,0.046232943218595966,0.004169908830312629,0.002,0.001,1
GRAMD4,0.04625008992606484,-0.014781107360099743,0.05,0.058,1
ENTR1,0.04626849161605605,0.011154795201577333,0.079,0.091,1
TMEM88B,0.046428277562913595,0.020390332716931362,0.009,0.006,1
DTNB,0.046484321390951204,0.003636297721405307,0.083,0.094,1
UVRAG,0.046522973570386,0.015143711813584926,0.133,0.149,1
E2F4,0.046589817392722055,0.03541589216574133,0.033,0.027,1
PEX16,0.0466253268881108,-0.004547621639957006,0.021,0.026,1
IGDCC3,0.04678601326925403,0.025194633989145232,0.035,0.029,1
MOCOS,0.04678775225668289,-0.015343134247926715,0.028,0.034,1
LOC115496605,0.04680594441500354,-0.007736330122344565,0.021,0.026,1
SAMD4A,0.04689728590217147,0.0063450107474369855,0.486,0.542,1
LOC100225213,0.04692699348402832,0.01623741553475736,0.015,0.011,1
CHRNA5,0.04704922917973347,0.0036147026602718207,0.03,0.037,1
TMTC3,0.047062648695250564,0.08098078035217054,0.166,0.158,1
ZFP91,0.04709723481465329,0.012208261655404451,0.105,0.118,1
ARRDC4,0.04717966656509972,-0.0033693486601840406,0.033,0.04,1
MALSU1,0.04730233711308516,0.048861241501248376,0.053,0.046,1
FRRS1L,0.047314309909756394,0.03370358272928886,0.134,0.151,1
LOC100232706,0.047454975126256294,0.032946934157593644,0.356,0.401,1
GPR107,0.04748208799690182,4.4467587764468464e-4,0.086,0.098,1
NUCB2,0.04757076911829025,0.06475848489460351,0.121,0.112,1
SOX6,0.04766055521532459,-0.015033560243293831,0.101,0.112,1
CSNK1A1,0.04769191211168341,0.026475322922469013,0.289,0.324,1
LOC100221865,0.047732726531168904,0.001148509604045403,0.036,0.043,1
SPOPL,0.047736172491351495,0.010293846644328641,0.144,0.16,1
PITPNB,0.04778673969498683,0.008204998451989076,0.072,0.082,1
FZD4,0.04781478688304446,-0.005996731745585189,0.01,0.014,1
ALKBH2,0.04784155074526577,-0.007260691224397028,0.024,0.029,1
SYNGR3,0.047868863350813466,0.006407297901168785,0.105,0.118,1
RPL35A,0.04787010158801886,0.004682139564524512,0.05,0.058,1
TMEM237,0.04787553989800893,-0.003877081397744106,0.025,0.031,1
LOC115494822,0.04795048152226465,-0.002911523210162772,0.005,0.007,1
LOC100228466,0.04809410784514794,0.006672829299584571,0.066,0.076,1
MORN4,0.048110636688956133,-0.0071441673884223705,0.014,0.018,1
MALRD1,0.048226463930912664,0.02051804884005606,0.012,0.009,1
MEX3A,0.048229145781020916,0.014450123861420593,0.004,0.002,1
SPIN1,0.04828286197912952,0.08585918954187899,0.394,0.407,1
SLC6A9,0.048305615437163864,-0.006346356089085986,0.043,0.051,1
SERPINE2,0.04831418760071503,0.0483895621592971,0.047,0.04,1
EXOC6B,0.04833695743422909,0.035151649990223466,0.194,0.217,1
FRMD7,0.0483600703385677,-0.003358628482240801,0.001,0.002,1
PAPLN,0.048391022760472684,-0.0033294166400240173,0.001,0.002,1
AMDHD2,0.04839592737570343,-0.012247391084346589,0.016,0.021,1
KEL,0.048398763465335844,-0.002068497719233524,0.001,0.002,1
FAM241A,0.04840199023932508,0.03715786723648058,0.046,0.039,1
RAB8B,0.04843349608260481,0.00744689529744702,0.093,0.106,1
MAF,0.048489218028197625,-0.10470613392127281,0.095,0.105,1
STK35,0.04852972056984829,-0.0015967856818935103,0.005,0.007,1
KAZALD1,0.048532261438856424,0.008400945728814516,0.004,0.002,1
PRKCSH,0.048637296875274176,-0.0053756276265463365,0.044,0.051,1
AAMP,0.048649769937512945,0.0112610562141231,0.056,0.065,1
TAL1,0.04865265354980047,-0.008683372751958976,0.003,0.006,1
SMYD3,0.048710361172427885,0.027622255051093503,0.139,0.154,1
LOC100219959,0.04872045570246163,-0.0025905547768130827,0.001,0.003,1
NDC1,0.048734498180971815,0.0023907965769683903,0.026,0.032,1
LOC115490669,0.04874244802090797,0.012939364541761679,0.012,0.009,1
CDCA2,0.04879323323619422,0.00843163979124126,0.003,0.002,1
CAB39,0.048832115411379017,0.03473726877650185,0.188,0.21,1
DDX49,0.048833328429181894,-0.002328105896995669,0.041,0.049,1
BHLHA15,0.04885013823608965,-0.009973781326752727,0.009,0.013,1
MISP,0.04889006583411437,-0.008191995462051314,0.003,0.006,1
PI4K2A,0.048910031979493215,0.001891859643983168,0.024,0.03,1
GGA1,0.04892019455129571,-0.006033696340631625,0.025,0.031,1
DNAJC5G,0.04897205712536786,-0.008114731254876485,0.007,0.011,1
CDCA7L,0.04907485544334923,0.018687121065406168,0.019,0.015,1
KRIT1,0.049086742112713716,0.019375491725936278,0.16,0.179,1
UNC13A,0.04911188431885491,0.018663914771591295,0.101,0.114,1
ADGRG6,0.04913965434013294,0.03556787045499485,0.041,0.034,1
POLE3,0.04918760837490001,-1.4983861191306125e-4,0.044,0.052,1
SCARB2,0.049230444474035,0.009338931996311861,0.045,0.053,1
ATP5PO,0.04923810195270757,-0.006264856663303148,0.058,0.067,1
MTF2,0.049358963568980424,0.02402558724830084,0.169,0.19,1
ZFP36L1,0.04954265314619971,-0.007076536889825662,0.007,0.01,1
TPD52,0.049561178863666996,-0.012415252898594669,0.008,0.012,1
LOC115492708,0.049634313871203546,-0.009230380642208047,0.009,0.013,1
LOC115497977,0.049703609285278186,-7.919934238654891e-4,0.026,0.032,1
ARHGAP26,0.04972218865777235,0.09111492189747306,0.258,0.257,1
LOC115498248,0.049795744283708414,-0.006108112579156191,0.004,0.007,1
LOC115496618,0.0498538039721297,0.010412183879477302,0.006,0.004,1
PPP1R3G,0.04987524944665425,-0.006885052200996599,0.004,0.007,1
SUSD2,0.04993490286158644,0.0344485459287895,0.05,0.043,1
LOC100228698,0.04995634752548339,0.017017539205084004,0.067,0.078,1
FKBP9,0.04999913569238451,-0.007531658650972103,0.004,0.007,1
COPB1,0.050124694634303454,0.012102741737904932,0.065,0.075,1
LOC100231144,0.05025887636948176,0.0053172306116733015,0.002,0.001,1
IL12RB1,0.05033083030702952,0.010190275516795189,0.002,0.001,1
PLEKHB1,0.05035208676191889,-0.009361930235490895,0.016,0.021,1
TMEM30A,0.050376332109436615,0.016565481825302264,0.23,0.256,1
TOM1,0.05044736022992041,0.028335541253405254,0.026,0.02,1
PPIC,0.05047381449936283,-9.57339518175393e-4,0.104,0.116,1
LOC115497748,0.050555381258662886,-0.0024162890958968324,0.003,0.005,1
DNAJC27,0.05067921506752296,0.01047782164694021,0.007,0.005,1
ASAP2,0.05087957190882691,0.07660944157021166,0.132,0.123,1
KCNN1,0.050886992867335556,0.003343067128836011,0.003,0.001,1
EIF2D,0.050919625386528215,3.775294396508033e-4,0.041,0.048,1
LOC115498013,0.050944399013211204,-0.0037784401795985714,0.002,0.005,1
LOC115491774,0.05102180864759755,-0.0043334483919880325,0.002,0.005,1
FIGNL1,0.05106608693172357,-0.00403401748311129,0.002,0.005,1
PDE8A,0.05108542481343803,0.06192542620789987,0.107,0.097,1
COLEC12,0.05113472353904409,0.042441715624765175,0.033,0.04,1
CAMK4,0.051217719889956,0.03569180088079804,0.841,0.876,1
RGSL1,0.05124388633585457,-0.0014637384931805151,0,0.002,1
GNAT3,0.05125420567240123,-0.0027190015808540827,0,0.002,1
ELAC2,0.05125781169613669,2.86999784298525e-4,0.031,0.037,1
LOC100227822,0.05126452674864434,-0.003812441518538489,0,0.002,1
LOC115490551,0.05131615823286996,-0.0015632657207187638,0,0.002,1
SYNCRIP,0.051320993169093436,0.01643128352727291,0.09,0.102,1
SLC23A3,0.05133682301199936,-0.0023476258726686534,0,0.002,1
LOC115496704,0.05136783324192494,-0.00291586691651892,0,0.002,1
FBXW2,0.05138065474753019,0.020298610328430722,0.135,0.151,1
ABHD3,0.05151649494760097,0.01914877035213919,0.089,0.101,1
TSPAN33,0.05154386525846108,0.02666437953556812,0.016,0.012,1
TNFRSF11B,0.05157691042678771,-0.008569837368456054,0.01,0.014,1
EIF3F,0.05159855710668954,0.05333601960142628,0.084,0.076,1
SYNGAP1,0.051670384692966795,0.002780772072690979,0.05,0.058,1
VCL,0.05168623015016942,0.00486009174594762,0.044,0.052,1
REX1BD,0.05169420794661736,-0.00791211121837719,0.018,0.023,1
PALB2,0.051820291219312864,0.0395793184278465,0.05,0.043,1
TBC1D8B,0.05185571640639855,-0.013387170131980486,0.054,0.063,1
LRRC42,0.05187268398949148,0.04755053974026072,0.056,0.049,1
TP53BP1,0.05195855391331282,0.007812413436132759,0.074,0.084,1
LOC115493086,0.05196278813162513,-0.002844713351671496,0.006,0.009,1
IRS4,0.052047647264551425,0.06024166443134277,0.062,0.055,1
MYL9,0.0520641483227624,-0.011385374690618564,0.004,0.006,1
CFAP57,0.0520865959839935,-0.01224402608284747,0.024,0.029,1
LOC115492607,0.05210953700764975,0.028052611293111346,0.018,0.013,1
GPT2,0.05211720512450958,0.006943579031293723,0.056,0.065,1
JKAMP,0.05214955047227948,-0.003985637474129111,0.043,0.051,1
ZBTB1,0.05217190745805691,0.026574584492609354,0.108,0.122,1
NOX5,0.052185640659435255,-0.005498380888393828,0.005,0.008,1
OSBP,0.0522063227925122,-0.0057102073251477925,0.021,0.026,1
GRAMD2A,0.0522252959212077,-0.007839444015914881,0.02,0.025,1
LOC100222137,0.0523086760054769,0.009687560528992733,0.004,0.002,1
VMA21,0.05235884503920388,0.045087657541186404,0.089,0.08,1
DOLK,0.05236066090525354,-0.0062602697547033195,0.01,0.014,1
LOC115496994,0.05249025367363218,0.014408437521472573,0.006,0.003,1
LOC115497784,0.05249938243691023,0.047159993450295284,0.058,0.051,1
EXOC4,0.052596579719225524,0.01774696896195982,0.512,0.571,1
LOC115496296,0.05266666143815667,-0.011150389418497789,0.025,0.031,1
GNAZ,0.05268258836300868,0.018806748562567588,0.275,0.305,1
NRK,0.05279609212456149,-0.006936228802050269,0.015,0.019,1
HDAC6,0.05284839451100507,0.006584835710679144,0.002,0,1
LOC115497905,0.05286957411452494,0.0047319225284625215,0.002,0,1
SLC25A10,0.05287905767078471,0.013632560313595245,0.008,0.005,1
LOC100189986,0.05289232999076058,-0.004387916786960138,0.005,0.008,1
LOC100232623,0.052901356819381434,0.009359005603440036,0.002,0,1
POLR3E,0.05293483496487879,0.007067129091879204,0.065,0.074,1
ECEL1,0.05293784349421861,-0.004074946940578392,0.009,0.012,1
EFHC1,0.0529755785592138,0.003181512032840052,0.002,0,1
LOC115491836,0.052986188764687865,0.0035844289293665297,0.002,0,1
LOC115492886,0.05299680074576114,0.003860705096273115,0.002,0,1
LOC115495442,0.05303926643040151,0.0038751939080443475,0.002,0,1
EEF2KMT,0.05308973740925456,0.005030954209115812,0.047,0.055,1
SLC15A4,0.05312468048147997,0.0057728384844061426,0.033,0.04,1
RPS6KA6,0.05318486846833783,0.08704563958623401,0.265,0.265,1
DIS3L2,0.05319904499264915,0.02441658208764963,0.185,0.206,1
LOC100190105,0.05322934256563412,-0.006157337242582876,0.011,0.015,1
CITED2,0.0533052249963115,0.012575249029724483,0.049,0.057,1
TEX261,0.05335286694084397,-0.004600514120479737,0.05,0.058,1
TRABD2B,0.05335654254233668,0.005583289911281181,0.028,0.034,1
ABR,0.053378259173368484,0.009213329033942674,0.091,0.102,1
EBI3,0.053390240185455455,-0.007688516047635603,0.007,0.01,1
AP4E1,0.05339554578491392,0.007014995831021581,0.057,0.066,1
NUDT3,0.05350810535118502,0.013297972035574368,0.104,0.117,1
LOC100225609,0.053536371777832645,-0.004643571098378346,0.03,0.036,1
SPRYD7,0.053560543756188135,0.017307637364728568,0.066,0.076,1
NAB2,0.05363314954645437,-0.006486784160897735,0.009,0.013,1
LOC115492983,0.0536628703646094,-0.004176198390555308,0.004,0.007,1
SEMA3E,0.05371135479497684,0.10095786475468338,0.381,0.388,1
LOC115491525,0.053714767861982315,-0.005127629758220318,0.002,0.003,1
DRG1,0.05371998992996208,0.0055529948935497675,0.018,0.023,1
LOC115493050,0.05372000041995276,0.07085615046535212,0.067,0.06,1
TBL1X,0.05372699523009462,0.051215128144217026,0.651,0.689,1
LOC100217691,0.05375983131095905,-0.0024316604103186423,0.045,0.052,1
IKBIP,0.053811041605494755,-0.011173194930139733,0.015,0.019,1
CASP8AP2,0.053851083963986864,0.014831191611871741,0.1,0.112,1
AGK,0.05401019257156981,-0.004546446006470112,0.022,0.027,1
CKAP2,0.054100656509291786,0.052576391842402787,0.057,0.05,1
LOC115496616,0.05411375759118124,-0.0030956408600530316,0.002,0.003,1
KCTD4,0.054145693082787875,-0.0046593665592358155,0.006,0.009,1
EFEMP1,0.054191363100998514,-0.034574746108558985,0.029,0.035,1
LOC115492859,0.054208795331480604,-0.0028546570426981775,0.002,0.003,1
BRF1,0.0542875960581734,0.050957137253353046,0.625,0.668,1
TRIM13,0.05433123266788117,-0.0052678818391989485,0.007,0.01,1
SETD7,0.05433334652791819,0.02684039046601755,0.107,0.121,1
RASSF1,0.05435864055741263,4.2210292262262125e-4,0.008,0.011,1
PEBP4,0.054384740948532635,0.08548674559749436,0.225,0.22,1
SELENOF,0.05441001555160291,0.030556691886885035,0.193,0.216,1
UAP1,0.054569599836993284,-0.004288595432671516,0.024,0.029,1
TJP2,0.054599309423634286,-0.00897096225391962,0.023,0.028,1
BRD9,0.054694973209569175,0.026966998008261578,0.133,0.149,1
CPTP,0.054949291867390115,-0.0017123954796840757,0.034,0.041,1
LOC100222166,0.054961289646225576,-0.006331994508310075,0.008,0.011,1
HDGFL3,0.054975347753720316,0.02328471733381976,0.299,0.335,1
CGNL1,0.055049566538204864,-0.024796263797011928,0.018,0.023,1
TRIM45,0.0550799811918366,0.017791116343588795,0.013,0.01,1
SLC41A1,0.05511524546558629,0.0029109680691799256,0.048,0.057,1
AMH,0.055145288793463726,-0.0021823229980683107,0.003,0.005,1
LOC115493282,0.05520090235016247,0.043875914722053114,0.05,0.043,1
DNAJA3,0.05526650146345742,-0.003430878029143658,0.013,0.017,1
ERBIN,0.05564849772157723,0.014880424665452585,0.451,0.505,1
KCNMB4,0.05565159075513721,-0.005401495271562322,0.002,0.004,1
KCNA5,0.055673824869828664,-0.006710826799735531,0.035,0.042,1
FAM207A,0.055676683857273035,0.016316009136483678,0.109,0.122,1
RUBCNL,0.055687981641353496,0.014396181353229925,0.019,0.014,1
ESS2,0.05575676058659765,0.0015514515425609637,0.018,0.023,1
NFKB2,0.0558270874143184,-0.01033512672028404,0.02,0.025,1
DNTTIP1,0.05589792407970817,-0.006885381494997157,0.019,0.024,1
GEM,0.05598679230275191,-0.004752943711956644,0.002,0.004,1
LOC115497495,0.05601224741000901,-0.006743578649445112,0.004,0.006,1
M6PR,0.0560668871803596,0.048125414526304144,0.051,0.044,1
ARIH1,0.05607155356568305,0.02181385505623068,0.126,0.141,1
MRPL11,0.05611734276289336,0.04068118101509548,0.029,0.024,1
NABP1,0.056133650579949096,-0.0025940533446384417,0.068,0.078,1
ZEB1,0.05623609745851185,0.07661830081749921,0.437,0.458,1
RORB,0.05627167267655616,-0.022838234371933552,0.053,0.061,1
ESR1,0.056280532460825025,-0.007938928501213402,0.022,0.027,1
ARFGAP1,0.056334571083918566,0.016504994882862167,0.093,0.105,1
PTGES,0.0565144122780445,-0.0065786122093085125,0.005,0.008,1
SIVA1,0.056574554695801214,-4.317029067685274e-5,0.016,0.02,1
STK17B,0.05660002413670509,-0.007322279428995188,0.02,0.025,1
KMT5B,0.05667078050856629,0.034891369914706316,0.202,0.226,1
STEAP3,0.05667308669531842,-0.0026404806968817283,0.004,0.006,1
AP2B1,0.056707216900320934,0.08575272639986437,0.197,0.191,1
MARCHF8,0.05671528658773324,0.015685542204747993,0.103,0.116,1
GCLC,0.05674720349881591,0.017324662845626476,0.063,0.072,1
C14H16orf91,0.05675998193798322,-7.095871839583653e-4,0.004,0.006,1
LOC115493012,0.056767722272502104,0.007358715355902615,0.035,0.042,1
ELOVL2,0.056768243015071114,0.0038892515402561,0.047,0.054,1
LOC100224925,0.05682676302035833,-0.002758200275957628,0,0.001,1
LOC115491378,0.05682676302035833,-0.002800491796272774,0,0.001,1
LOC115496483,0.05682676302035833,-0.0033522856195848496,0,0.001,1
LOC100229641,0.05685241572226995,-0.002232319015250575,0,0.001,1
LOC115493300,0.05686524568600655,-0.002506902128598818,0,0.001,1
ZDHHC7,0.05687761877989715,-0.00434293050247353,0.046,0.054,1
ENTPD7,0.056886172957009665,-0.0036677142561511444,0.02,0.025,1
LOC115492331,0.05691658963380119,-0.0018956875449630936,0,0.001,1
GYS2,0.05692943164559985,-0.002401180204246664,0,0.001,1
LOC115491113,0.056942276067993715,-0.0023814158340279656,0,0.001,1
TNNI1,0.05695512290131037,-0.0024053310475922523,0,0.001,1
LOC115494775,0.05696797214587757,-0.0014236980341135969,0,0.001,1
LOC115493334,0.05696797214587757,-0.0016649596071378607,0,0.001,1
LOC115497447,0.056993677870074075,-0.0012785310374483039,0,0.001,1
GSE1,0.05699466418835756,0.04742401478237204,0.054,0.047,1
MYPN,0.05700373502503218,0.017824188134746392,0.018,0.014,1
KLF13,0.05701680561099087,0.05408198748485826,0.129,0.12,1
SHROOM4,0.05711466864862739,-0.0019377021623268563,0.004,0.007,1
NFKBIE,0.05715308122155546,0.022803590466092302,0.031,0.026,1
THEGL,0.05721542544411536,-0.003679168612977229,0.001,0.003,1
LOC100227341,0.05721542544411536,-0.005056673273310496,0.001,0.003,1
LOC115498225,0.05721542544411536,-0.005236628897839929,0.001,0.003,1
LOC100221554,0.057278865539603346,-0.0016820229874046078,0.02,0.025,1
RRM2,0.05735439528579805,-0.004023978280241977,0.001,0.003,1
MYLK,0.057357509393902696,0.01667807075406641,0.115,0.129,1
TM4SF4,0.057377584194142094,-0.0021318275113749114,0.001,0.003,1
LHX9,0.05746267690430819,-0.0017005060004825316,0.001,0.003,1
SH3PXD2B,0.0575378572760872,0.03122349387990199,0.032,0.026,1
DNMT3B,0.05757112845213983,-0.0022326630032946434,0.001,0.003,1
HPD,0.05766449087533881,-0.006967356508586247,0.006,0.009,1
PPFIA2,0.05769760855747831,0.03372717726647467,0.728,0.767,1
TTI1,0.0577223308054656,0.007077703760646231,0.054,0.062,1
FLII,0.05777146474336406,-0.0052774952427878385,0.072,0.081,1
ETF1,0.057986942731464625,0.00498526218650483,0.041,0.048,1
LOC115498198,0.058028669015616464,-0.0036827069052882302,0,0.001,1
LOC115490961,0.05804426557081767,-0.002355804436498614,0,0.001,1
LOC100226358,0.05804426557081767,-0.002369865739350659,0,0.001,1
LOC115496588,0.05805432982032183,-0.004047543310091772,0.001,0.002,1
LOC100221683,0.05805986560928875,-0.0018265635838400525,0,0.001,1
PGP,0.05805986560928875,-0.0019567853922540963,0,0.001,1
LOC100221075,0.05806406331797048,-0.0043523922850786535,0.001,0.002,1
LOC115493208,0.05807546913159103,-0.0017451504864410851,0,0.001,1
CCDC122,0.05807546913159103,-0.0017518680189056663,0,0.001,1
CASR,0.05807546913159103,-0.002047644959906783,0,0.001,1
LOC100223651,0.05807546913159103,-0.0032982201502287736,0,0.001,1
LOC100217703,0.058083534381536295,-0.00339242742732823,0.001,0.002,1
LOC115493151,0.058091076138285944,-0.0011687016021630814,0,0.001,1
EN1,0.058091076138285944,-0.0012850000334151484,0,0.001,1
LOC115496889,0.058091076138285944,-0.0016480406540929102,0,0.001,1
LOC115493212,0.058091076138285944,-0.002224371319862706,0,0.001,1
LOC115498493,0.058288308307994974,-0.001764179328739787,0.001,0.002,1
LOC115491702,0.05829567626567676,-7.295084887416724e-4,0.008,0.011,1
AMN,0.058317610627094674,-0.0016479778222810342,0.001,0.002,1
LOC115491573,0.058405031672746695,-0.004404307968577145,0.027,0.033,1
ASCL4,0.058435548648252095,0.00484083509578906,0.001,0,1
C7H21orf58,0.058435548648252095,0.0031604085747863023,0.001,0,1
ZNF503,0.05844724143846803,-0.0021577253017280307,0.017,0.022,1
STAT2,0.05848806845781212,0.003101869762246882,0.001,0,1
LOC115497577,0.058501204534413584,0.004050773502620702,0.001,0,1
CDK10,0.05852013549017415,0.025369000132600544,0.046,0.039,1
C1H3orf85,0.05852748403897552,0.002416790492513173,0.001,0,1
MOSPD1,0.058688254073817815,0.013417608224423477,0.079,0.089,1
HIGD2A,0.05875030835541696,0.022907296183555304,0.082,0.093,1
ATP5MD,0.0588367525815279,-0.0048814945418884335,0.007,0.01,1
CCNI,0.05884306109122589,0.03069856790032799,0.172,0.191,1
RRAS2,0.058879638441594974,-0.0032578815933307637,0.056,0.065,1
MAD2L2,0.05894609814933051,0.004082621487254398,0.035,0.041,1
MATN3,0.05894666112413095,-0.006250361422767858,0.005,0.008,1
LOC115491754,0.059137544084779656,-0.003977201092102527,0.001,0.002,1
GNPDA1,0.05919171432787401,-0.004116051310115172,0.012,0.016,1
CFAP70,0.059223643685959074,0.02383432136885716,0.022,0.018,1
LSP1,0.05928026649111015,0.02696348997440435,0.023,0.018,1
OPN3,0.059374813640053585,0.001901012869134327,0.001,0,1
SKAP1,0.05939071026613853,0.004106350940695163,0.001,0,1
NKX2-4,0.05939071026613853,0.0036875021784567516,0.001,0,1
CLBA1,0.05939071026613853,0.002769723830844514,0.001,0,1
RCVRN,0.05940661020289335,0.00332605341793906,0.001,0,1
LOC115492384,0.05940661020289335,0.0024127843383551875,0.001,0,1
LOC115498014,0.059417626914967284,-5.525234976859889e-4,0.021,0.027,1
LOC101233140,0.059422513671578,0.0019716430301424926,0.001,0,1
RAB11B,0.059428801724342964,0.0910311421819962,0.194,0.189,1
LOC115491731,0.059438420672756266,0.002496134723731972,0.001,0,1
PAX2,0.05945433120699189,0.0019255910234938216,0.001,0,1
LOC100219837,0.05950257894084071,0.011702262614675552,0.068,0.078,1
LOC115493766,0.05956848312964625,0.006527888462824918,0.003,0.001,1
RERG,0.05957356512053696,-0.0026726978874502816,0.536,0.59,1
ABCB8,0.0596176461222854,0.04005291366109068,0.05,0.043,1
PLA2G12B,0.059680224836698506,0.006592900615614596,0.003,0.001,1
KAT2A,0.059728572181562224,2.973884037261315e-4,0.021,0.027,1
NSMCE4A,0.059848248010764916,-0.0015101319784168454,0.015,0.02,1
LOC115492773,0.05985697499171942,0.016562125322955167,0.018,0.014,1
LOC115492048,0.05986385786696506,0.008380559749669825,0.006,0.004,1
EXOC3,0.05987075987579057,0.018872067369503864,0.127,0.142,1
ACTR1A,0.0599618108734685,0.07896736448113464,0.094,0.087,1
NINJ1,0.059997976259708465,0.03192831156495424,0.23,0.257,1
BARX2,0.06002502054748325,0.02391122580637217,0.019,0.015,1
MED8,0.06008773532674394,0.03309472455729284,0.058,0.051,1
RAP1GDS1,0.06010092700281148,0.019909447626566323,0.324,0.36,1
CNEP1R1,0.06017801976517552,0.004704816150533614,0.044,0.051,1
ARHGAP32,0.060208094877048944,-0.017568816270400855,0.812,0.869,1
GTF2A1L,0.060238640553968305,0.0048504691675712655,0.002,0.001,1
LOC100223333,0.06025871494975216,0.006204690137915656,0.002,0.001,1
KRR1,0.0602823569061222,-0.002431263060860833,0.078,0.088,1
DENND2C,0.060284395290140784,-0.007318431714044359,0.018,0.023,1
PKDREJ,0.060288836941842776,0.0051389866376158316,0.002,0.001,1
LOC100222691,0.060308925203780964,0.006469780686035785,0.002,0.001,1
