gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
TOP3A,1.928426590223362e-6,-0.03521042889783549,0.024,0.039,0.033612475467593196
ISOC1,1.936884350114363e-6,-0.025351666793339944,0.027,0.042,0.03375989422249334
DISP1,1.9391890381535457e-6,-0.03487297090541114,0.107,0.136,0.033800064935016305
PCGF5,1.940296643966539e-6,-0.029308115141123636,0.199,0.242,0.03381937050433677
LOC100231669,1.948536755047336e-6,-0.023385323686486048,0.1,0.13,0.03396299564047507
LOC115497087,1.956791710841157e-6,0.043600156572056056,0.015,0.007,0.034106879519961365
LOC100231670,1.965835659598054e-6,-0.022369672435223045,0.011,0.021,0.034264515546794085
ACSS2,1.970312640480395e-6,-0.025000588501030964,0.015,0.028,0.03434254932357328
POLR2K,1.97194874617551e-6,-0.015853429663608642,0.056,0.078,0.03437106664583914
RECQL,1.9908717348481824e-6,-0.030198592533443536,0.047,0.067,0.03470089433840382
ERP29,2.0115628165785647e-6,0.13238852158377284,0.193,0.167,0.035061539892964386
MRPL19,2.014766788770093e-6,-0.013686890137458496,0.116,0.148,0.03511738512826272
CTNND2,2.019037668716138e-6,-0.028664365372160105,0.977,0.984,0.035191826565722284
IKZF5,2.0298452760713375e-6,-0.024825033217624637,0.023,0.038,0.03538020316192341
USPL1,2.0332274182999594e-6,-0.02587814270289812,0.099,0.128,0.035439153900968294
LOC115490568,2.045304499958748e-6,-0.026716969150218817,0.088,0.116,0.03564965743428098
DLEC1,2.053189153720438e-6,-0.01473471639727406,0.002,0.007,0.035787086949347235
C11H16orf70,2.0620753242743514e-6,-0.017014173241093028,0.072,0.097,0.035941972902101944
ATP6V0A2,2.0714424887208015e-6,-0.0257648711475863,0.054,0.076,0.03610524257840357
ARFIP2,2.074785886273242e-6,-0.019422565698855254,0.061,0.084,0.03616351799774261
TRAPPC12,2.0810305842762086e-6,-0.017151617276026654,0.207,0.252,0.03627236308393431
FGD4,2.098008552217873e-6,0.117226129590835,0.443,0.441,0.03656828906515753
TAFA5,2.112903835374688e-6,-0.06598409084756174,0.903,0.932,0.03682791385058082
RASGRP1,2.1275471322889774e-6,0.07158836361005161,0.763,0.779,0.037083146515796875
DPAGT1,2.135623450277198e-6,-0.02759360062253305,0.067,0.091,0.03722391673833156
TSHR,2.1413569526489603e-6,0.023501627869214652,0.017,0.007,0.03732385168467138
GPR39,2.1456377682095035e-6,-0.024354765494892718,0.015,0.028,0.037398466299891645
LOC115492590,2.1488585651321124e-6,0.014580139869078398,0.005,0.001,0.03745460479025272
NDUFB1,2.152630776934861e-6,-0.017976868438045024,0.158,0.196,0.03752035444197463
SLC38A2,2.154037256928749e-6,-0.007383498178232251,0.233,0.283,0.03754486938826809
MKLN1,2.163484324641325e-6,-0.01831287890572919,0.227,0.274,0.0377095317784983
LOC115498559,2.1722042426413857e-6,-0.031057028323425523,0.031,0.048,0.03786151994923935
KRI1,2.1778221150614662e-6,-0.013753942435928706,0.001,0.006,0.037959439465521355
MTPN,2.1864847996826736e-6,0.13813761330197205,0.208,0.183,0.038110430058469
WASHC5,2.190139589994322e-6,-0.025657767610002158,0.058,0.081,0.03817413305360103
CPXM2,2.195738342370058e-6,-0.017849743091561718,0.001,0.007,0.03827171930751011
NRP2,2.1982738646750046e-6,0.10478619441115256,0.084,0.064,0.03831591346128533
PEX3,2.215358993965508e-6,-0.022062288890657727,0.077,0.103,0.0386137072648188
SFSWAP,2.227071794815452e-6,-0.03205787885578082,0.299,0.355,0.03881786138363333
ATF7IP,2.2288324767194772e-6,-0.03979954553617637,0.398,0.464,0.038848550069220486
TMCC1,2.231135527830332e-6,-0.021532130250909498,0.199,0.241,0.038888692250082686
PFKL,2.239995483553893e-6,0.10323575541181937,0.09,0.069,0.039043121278344355
WDR47,2.245332771071688e-6,-0.030574179517607214,0.086,0.112,0.03913615019977952
FAM192A,2.256178784169771e-6,-0.023203207582295493,0.087,0.114,0.03932519620807911
CREB1,2.25896935816009e-6,-0.019569346830435985,0.205,0.249,0.039373835912730366
CLASP2,2.272382943296963e-6,-0.05066817953720171,0.628,0.708,0.03960763470166607
TARBP1,2.278562782816788e-6,-0.02337017956065407,0.101,0.13,0.03971534930449661
ZFAND6,2.3081371987537043e-6,-0.015391627759710591,0.207,0.25,0.04023083137427707
COPS7A,2.315647804538082e-6,-0.03638195275626255,0.073,0.098,0.04036174123309877
TMEM165,2.3279368294922043e-6,0.10791785755704472,0.103,0.081,0.04057593893804912
LOC100231389,2.3286371383217847e-6,-0.030728135251272215,0.021,0.034,0.040588145320948704
LOC100219651,2.3360869030389614e-6,-0.012280577884331291,0,0.004,0.0407179947199691
PNRC2,2.348166933094277e-6,-0.04470897402892782,0.05,0.07,0.040928549643833245
SYNPO,2.35276101571608e-6,-0.014941978424714768,0.002,0.008,0.04100862450393127
GABBR1,2.3533406935659155e-6,0.13532089009122805,0.37,0.358,0.04101872828885391
LOC115491994,2.354764701871175e-6,-0.01850197407359419,0.022,0.037,0.04104354875361458
LOC105760451,2.356117294218493e-6,-0.021887459918260493,0.058,0.081,0.04106712443822833
LOC115492976,2.358251198110513e-6,-0.017762564840713292,0.008,0.017,0.04110431838306624
MIOS,2.373718144320305e-6,-0.030112521170615997,0.04,0.058,0.04137390725550292
AXIN2,2.3764128489314654e-6,-0.014223665886545667,0.178,0.218,0.04142087595687544
CCDC14,2.3957047223167304e-6,-0.02902296068216577,0.021,0.035,0.04175713330998061
LOC115496591,2.412459217604186e-6,-0.013984145979117957,0.159,0.198,0.04204916416284096
CEP120,2.4169112951989864e-06,-0.028246508529352343,0.059,0.081,0.04212676387531833
LOC100226241,2.4175199247239713e-6,0.03409240502419398,0.014,0.006,0.04213737228793882
ATP2A3,2.42242013203877e-6,0.059993237847919705,0.03,0.017,0.04222278290143576
ARMC10,2.427330397275921e-6,-0.03571676025498488,0.038,0.056,0.042308368824519306
DDN,2.4339451576017956e-6,-0.022412114013420026,0.169,0.208,0.0424236640969993
TEDC1,2.434424090328663e-6,-0.03337915568175098,0.116,0.147,0.0424320118944286
OGDHL,2.4385457636003555e-6,-0.028734912450095518,0.125,0.158,0.0425038526595542
PEPD,2.4453243380602788e-6,-0.026405730686220763,0.122,0.154,0.04262200321239066
LOC100231936,2.471269545083427e-6,-0.02882976403078752,0.04,0.058,0.043074228170804134
CHCHD6,2.47179782602415e-6,-0.02814380882827855,0.113,0.144,0.04308343610760093
LOC115492713,2.4830537675294965e-6,-0.023528425755374047,0.006,0.014,0.043279627168039125
PTGES3,2.5063342751687234e-6,0.1379338781587549,0.328,0.312,0.04368540641619085
TRMT2B,2.5109502120249968e-6,-0.016101092893509417,0.012,0.024,0.043765862195595695
LOC115494085,2.5145247459746263e-6,-0.02115301153136362,0.01,0.021,0.043828166322337735
NELFA,2.5226283451197616e-6,-0.02370590499092226,0.078,0.104,0.043969412055437446
ADRA2A,2.528137244029868e-6,-0.021122370859783194,0.007,0.015,0.0440654321634406
FZD6,2.5317389015546217e-6,-0.030190552950207783,0.022,0.037,0.044128209054097055
LOC115493495,2.5338306197402767e-6,-0.15698177283204906,0.049,0.068,0.04416466770207302
GFRA1,2.537594035484549e-6,0.14048616100573819,0.312,0.289,0.04423026403849569
AMDHD1,2.5381941759255324e-6,0.025509413464147243,0.015,0.006,0.04424072448638203
SEC63,2.540305628919441e-6,-0.01978277455206756,0.184,0.226,0.044277527112065854
ESRRB,2.5412291099811695e-6,-0.03567259642354852,0.015,0.027,0.044293623386971785
MAPK14,2.5433456204251785e-6,-0.019155947409114304,0.212,0.257,0.04433051416401086
AHCY,2.5470002168834993e-6,-0.01916271929060001,0.022,0.037,0.04439421378027939
YIPF3,2.550954929001413e-6,0.11274894256782808,0.134,0.11,0.044463144412494625
CIB3,2.558961263469385e-6,-0.009165905866713004,0,0.003,0.04460269482227138
TTC7B,2.5721877518540653e-6,-0.059848630178770845,0.643,0.704,0.04483323251481636
GTPBP8,2.604987785511733e-6,-0.027579741857841608,0.026,0.041,0.045404937101469506
LOC115498171,2.6073378082392635e-6,0.0810169818951511,0.049,0.033,0.04544589799761036
SFI1,2.643283057058989e-6,-0.030470369055505285,0.014,0.025,0.04607242368453818
TMEM39A,2.6948465610496715e-6,-0.028415167270957775,0.015,0.027,0.046971175559095774
LOC115498151,2.701438240967149e-6,-0.025449699574309176,0.04,0.058,0.0470860685400574
DAP,2.7053084596279776e-6,-0.02258624443785072,0.022,0.036,0.047153526451315646
LMNB1,2.7157291511565305e-6,-0.02802321663128371,0.049,0.069,0.047335159104658325
USF3,2.7241264654374164e-6,-0.032547783222763055,0.061,0.084,0.04748152429257417
ARRDC2,2.756451966091474e-6,-0.04162363386926961,0.023,0.037,0.04804495776897439
MFSD10,2.761012230336069e-6,-0.030253156831778705,0.074,0.099,0.048124443174757676
LOC115491587,2.773697692705064e-6,-0.017000192414524634,0.033,0.051,0.04834555078384927
ZFYVE28,2.7786125565929127e-6,-0.048032120471692474,0.698,0.77,0.04843121686141447
AP4S1,2.779161327316368e-6,-0.03494256897665876,0.098,0.126,0.04844078193512429
PSD,2.7932116110598637e-6,-0.015731415267565663,0.122,0.154,0.04868567838077342
MYBBP1A,2.8026776381233236e-6,-0.03976716860485795,0.033,0.05,0.04885067123248953
FAM160B1,2.810244582521801e-6,-0.03229223031496159,0.137,0.171,0.048982563073354995
MMACHC,2.852984115899528e-6,-0.021849716130870805,0.018,0.031,0.04972751314012877
SLC35D2,2.8628092643182918e-6,-0.02050493979177359,0.017,0.03,0.04989876547706783
RPAP2,2.867756055334203e-6,-0.021716849030241125,0.122,0.154,0.04998498804447516
RAB8A,2.868661544275484e-6,-0.014848744981367651,0.054,0.076,0.05000077071672168
LOC100225286,2.883721712762072e-6,0.020762859677083377,0.008,0.002,0.050263269453442914
RPSA,2.8909754753316164e-6,-0.03535651435848672,0.066,0.089,0.05038970253503007
ARNTL2,2.8984628151990694e-6,-0.019277877013348377,0.151,0.188,0.05052020686891978
COCH,2.9130579186635984e-6,-0.06254579057793279,0.005,0.013,0.05077459952230652
MPPED1,2.9146467233270964e-6,0.14232972549126544,0.236,0.21,0.05080229238759129
WRNIP1,2.921033587771607e-6,-0.038375635308788014,0.086,0.113,0.05091361543485911
LOC105758740,2.9606688237422338e-6,-0.02424414592129935,0.018,0.03,0.051604457597827134
CYFIP1,2.965369677242328e-6,-0.02928278096142589,0.203,0.245,0.05168639347433378
KLHL8,2.9993175399827187e-6,0.11082891831790331,0.157,0.132,0.05227810472189879
MARVELD3,3.0026267435489417e-6,-0.027084682550663167,0.014,0.026,0.05233578414005805
TMEM273,3.0257463264763847e-6,0.02074841079846438,0.009,0.003,0.052738758470483385
ARHGEF37,3.0644677556655787e-6,-0.03320459845263027,0.062,0.084,0.053413672981251034
PTTG1,3.1190307141984886e-6,-0.029591307690973984,0.049,0.069,0.054364705348479654
SRRD,3.1432226372626464e-6,0.07448796397559149,0.074,0.055,0.054786370567487926
LOC115492889,3.1610982450193657e-6,-0.02485991572021061,0.012,0.022,0.05509794241068754
HIRIP3,3.1733451088839546e-6,-0.01705806589458956,0.006,0.015,0.05531140524784733
LOC115491742,3.1886216699663113e-6,-0.013420739452942802,0,0.004,0.055577675707512805
THOC5,3.224775615505167e-6,-0.035117320698038676,0.027,0.042,0.056207838978255056
LRRTM4,3.2287284198837188e-6,0.059765916749366266,0.907,0.925,0.05627673635857322
RPL26L1,3.2403515278745835e-6,-0.030769524394234332,0.042,0.061,0.05647932713085399
LSM14B,3.252296339794917e-6,-0.0342509621536658,0.042,0.06,0.0566875252026254
LOC115490840,3.267763224511466e-6,-0.0203898268708856,0.004,0.011,0.056957113003234854
NEDD4L,3.270562529473274e-6,0.08740019126896259,0.68,0.712,0.05700590488871917
SKIV2L,3.2789877618146825e-6,-0.01489561661017938,0.038,0.056,0.057152756688429916
TAB3,3.288815218818626e-6,-0.02645695531749559,0.152,0.188,0.05732404926400865
LOC100230549,3.2947279246874943e-6,-0.03198369153065149,0.013,0.024,0.05742710772730303
TYW3,3.322433333070854e-6,-0.029898375238064184,0.02,0.033,0.05791001299542499
RPS6KC1,3.3261550562177748e-6,-0.018296531913765235,0.208,0.25,0.05797488262987582
KCNJ11,3.3561994712737327e-6,0.047061733232917825,0.032,0.019,0.05849855678430116
LPAR2,3.3607705032655227e-6,-0.012685657836377763,0.002,0.007,0.05857822987191806
SST,3.36611601575089e-6,0.10472432931299272,0.062,0.044,0.05867140215453801
FEZF1,3.3697793148860245e-6,0.032310926395386796,0.018,0.008,0.05873525345846341
TRMT10B,3.374657593312294e-6,-0.023465897235828065,0.025,0.04,0.05882028185143329
LEKR1,3.3834870980718596e-6,-0.016615910789295023,0.01,0.021,0.05897418011939251
INTS7,3.396668994295851e-6,-0.033121497087364976,0.029,0.045,0.05920394057057668
TTC9,3.3980976255361196e-6,-0.030019153820080746,0.076,0.101,0.059228841613094566
MINPP1,3.409557347239569e-6,0.1084269021647779,0.127,0.103,0.05942858456238569
RPL21,3.414211954092589e-6,-0.014221509931472143,0.063,0.086,0.05950971435983383
TCAIM,3.4692793207189776e-6,-0.019068334604544268,0.102,0.131,0.06046953856013178
LOC100229295,3.470227408615396e-6,-0.025226944800561632,0.031,0.047,0.06048606373216635
DYNLRB1,3.4800459584124125e-6,-0.014911643877733971,0.066,0.089,0.06065720105512835
AEBP1,3.4891303205062606e-6,-0.01606366683990775,0.005,0.013,0.060815541486424124
LOC100217869,3.4955165212948788e-6,-0.020753262850067233,0.138,0.172,0.06092685296616974
INTS1,3.5116478457429984e-6,-0.021598697112895054,0.039,0.057,0.06120802195130046
SYN2,3.515878131351146e-6,0.08768215770915733,0.579,0.582,0.061281755829450474
YTHDF3,3.516893553076368e-6,-0.014465593512804742,0.104,0.133,0.0612994546301211
WNK1,3.5189090580287084e-6,-0.04962451716678351,0.512,0.59,0.06133458488144039
EXOSC5,3.523898390824486e-6,-0.020218307651544698,0.046,0.065,0.06142154895207079
PAQR7,3.5461396438643867e-6,-0.017724518776457747,0.003,0.01,0.06180921399255626
ITSN2,3.5526385675615734e-6,-0.04791135025682161,0.048,0.067,0.06192249023259822
EPB41L4A,3.5707439334118977e-6,-0.023458083075783898,0.187,0.226,0.062238066759369375
SLC25A43,3.572397690469381e-6,-0.02582536662501933,0.049,0.068,0.06226689174488131
LOC100223914,3.601508622646724e-6,0.08134871747649261,0.067,0.048,0.0627742952927324
NELL1,3.617656582686911e-6,-0.026083099455656122,0.203,0.244,0.06305575423623286
APOO,3.6362467198678816e-6,-0.02944617463850313,0.091,0.118,0.06337978032729717
ATP1B2,3.6603009413712074e-6,-0.03827371651695888,0.087,0.113,0.06379904540810015
PHF14,3.671842214533429e-6,-0.03457491646545008,0.458,0.53,0.06400020979931767
LOC100232386,3.6772764160044583e-6,-0.03793016681402131,0.06,0.082,0.06409492793095771
LOC105758912,3.6873430925051593e-6,0.09250206529368918,0.091,0.07,0.06427039010236493
MICU2,3.6922372436599866e-6,-0.04099391142237563,0.526,0.609,0.06435569515699356
NPAS3,3.6936607665415836e-6,-0.12177270096893378,0.317,0.364,0.0643805071608198
NBR1,3.704107483688625e-6,0.10516566787020842,0.127,0.104,0.06456259344069273
CERS4,3.705227243572545e-6,-0.014203128128240705,0.085,0.112,0.06458211085546946
VIP,3.727324832966886e-6,0.09469259286818862,0.087,0.067,0.06496727183861283
ATP6V1C1,3.7327418911354616e-6,0.12540918174984222,0.165,0.14,0.0650616911624911
LOC115497013,3.755395453041199e-6,-0.0237102294228272,0.008,0.017,0.0654565427465081
LMF2,3.7601339503881528e-6,-0.017268358803865097,0.068,0.091,0.0655391347552655
GXYLT1,3.782643547894584e-6,-0.03187253014213848,0.075,0.099,0.06593147703980261
LOC105758604,3.8005445501792795e-6,-0.0296438282649287,0.051,0.071,0.06624349150962484
AASDHPPT,3.838813150842773e-6,-0.019255471043329364,0.079,0.104,0.06691051321918953
CDC27,3.8481921386605586e-6,-0.028182968409933812,0.076,0.1,0.06707398897685353
RPS6KA5,3.8612290587494155e-6,-0.030728302220413672,0.466,0.538,0.06730122249400232
LOC115492888,3.88374388569706e-6,0.03756820505373892,0.017,0.008,0.06769365592769976
ARGLU1,3.9253429811913095e-6,-0.05067445795589465,0.652,0.731,0.06841872816216453
IPO7,3.93249109138133e-6,-0.012472937977983711,0.126,0.159,0.06854331972277658
AK5,3.939717548454106e-6,-0.04393969493139016,0.95,0.958,0.06866927686955507
ZRANB3,3.9398491606279136e-6,-0.030487372684120995,0.049,0.069,0.06867157086974453
DELE1,3.946753878910048e-6,-0.02820593073107583,0.048,0.068,0.06879192010940213
STMN2,3.9649526500031e-6,-0.052348102824114284,0.159,0.194,0.06910912468955403
INIP,3.973757510254707e-6,-0.014514096600626136,0.033,0.05,0.06926259340373955
G6PC3,4.006680242261264e-6,-0.028739702299392288,0.017,0.03,0.06983643662261384
ADAR,4.035681970935829e-6,-0.030942026099526454,0.1,0.127,0.0703419367534115
LOC100222462,4.06029637575895e-6,0.10247393878521244,0.082,0.063,0.0707709658294785
B3GLCT,4.0613940940937544e-6,-0.03425884212358965,0.152,0.187,0.07079009906005414
SNRPB2,4.095082424072751e-6,-0.0332860222421087,0.017,0.03,0.07137728665158806
LOC115492665,4.0970695306738295e-6,-0.019900828636968793,0.012,0.022,0.07141192191964485
LOC100231234,4.113070205461696e-6,-0.027683154574529717,0.023,0.038,0.07169081368119737
RAB40C,4.113939395013476e-6,-0.03616342584568821,0.104,0.132,0.07170596365508489
MAST2,4.1144233022296365e-6,-0.014984932752881486,0.23,0.275,0.07171439815786257
WSCD2,4.114685461811259e-6,0.13242944165442994,0.352,0.339,0.07171896759937024
MYO5A,4.116811716286476e-6,-0.026929905553633282,0.367,0.432,0.07175602821487327
SDHC,4.120855022946696e-6,0.1220627574551646,0.143,0.119,0.07182650304996091
SLC6A11,4.140673759427535e-6,-0.11043026366360897,0.13,0.16,0.07217194362682193
C1AH12orf66,4.1925719649326255e-6,-0.02729592089838065,0.036,0.053,0.07307652934877566
MANF,4.200712439372454e-6,0.1235293472627012,0.151,0.127,0.07321841781826187
PARN,4.2310992688801895e-6,-0.03174732168284522,0.358,0.422,0.0737480602565817
EXT2,4.2380832104998375e-6,-0.03899128438582433,0.087,0.112,0.07386979035901217
PMS2,4.240134075383694e-6,-0.022864651334239094,0.058,0.079,0.0739055369339378
ETV6,4.263045654331752e-6,-0.02742682869306079,0.105,0.134,0.07430488575500244
RBM45,4.266921652271946e-6,-0.02403512648460665,0.074,0.098,0.07437244439910001
HECTD4,4.268158456347352e-6,-0.03174786926510098,0.13,0.162,0.07439400189413435
AKNA,4.274434333888543e-6,-0.01981019120928411,0.009,0.019,0.0745033904396773
RBM25,4.28241755127486e-6,-0.03300655732154789,0.337,0.397,0.07464253791872082
STARD10,4.293149345614833e-6,-0.027582312313332663,0.017,0.029,0.07482959309406653
P2RY1,4.295057576431297e-6,-0.023109891431440488,0.225,0.271,0.07486285355719752
LOC115494110,4.308351143309538e-6,-0.01720848219899565,0.03,0.046,0.07509456042788525
TG,4.315728067495349e-6,-0.031178441569766235,0.034,0.05,0.07522314021644394
EVL,4.3182472254842395e-6,-0.03443345884137017,0.382,0.447,0.07526704914019029
ACTR3B,4.336722477597382e-6,-0.029626402388589185,0.056,0.077,0.07558907278452237
CERT1,4.395883868664423e-6,-0.025664012624835975,0.378,0.446,0.0766202558308209
RPL8,4.3983920626157755e-6,-0.0233930357796214,0.05,0.07,0.07666397365139296
RPS19BP1,4.4084165165518845e-6,-0.03068092578946524,0.049,0.069,0.07683869988349935
XYLB,4.455995067536963e-6,-0.02940765191444472,0.03,0.046,0.07766799402716927
SNX7,4.456709304585419e-6,-0.027429941004176825,0.022,0.035,0.07768044317892385
ST14,4.458201128825573e-6,-0.03540421046074904,0.057,0.078,0.07770644567542974
HSF2,4.463734174044415e-6,-0.01201843255348417,0.09,0.117,0.07780288665359415
GTF2IRD1,4.469056656596957e-6,-0.01787302166801663,0.221,0.267,0.07789565752448496
LRSAM1,4.485522245735657e-6,-0.025082541476387138,0.068,0.091,0.0781826527431725
SOCS5,4.51372142312135e-6,-0.01720353226587376,0.069,0.093,0.07867416440500513
RNF215,4.523210918182019e-6,-0.04023817450059547,0.077,0.101,0.07883956630391259
NUP205,4.529086207218356e-6,-0.033203798841421994,0.062,0.084,0.07894197259181594
EVI5,4.551989325395728e-6,-0.015612769509737667,0.458,0.542,0.07934117394164754
ANKRD29,4.564997326167444e-6,-0.02431096900296388,0.016,0.028,0.07956790339509855
LOC101233642,4.5745960251282125e-6,-0.018046692724656622,0.004,0.01,0.07973520871798474
TMEM63C,4.585491239011209e-6,-0.01863582658299462,0.085,0.111,0.07992511229596538
CIPC,4.652718243181605e-6,-0.028331994773066554,0.048,0.067,0.08109687897865538
ZNF318,4.661579785712958e-6,-0.029025415450082914,0.166,0.202,0.08125133566497686
ACOT7,4.665915578028121e-6,0.12374244969399473,0.129,0.106,0.08132690852503015
LOC100220805,4.6724723930143545e-6,-0.03448489472038277,0.07,0.094,0.0814411938102402
LOC100221763,4.6782804388203964e-6,-0.022574753148264508,0.005,0.012,0.08154242804863951
SLC46A2,4.742364771452378e-6,-0.010482734242204608,0.004,0.012,0.08265941796641495
C6H10orf88,4.823918752250136e-6,-0.020527087789717985,0.062,0.084,0.08408090385171987
CEBPZ,4.826514377583539e-6,-0.020058148209603277,0.11,0.14,0.08412614560128108
ERC1,4.830837953744421e-6,-0.040500574307512194,0.533,0.618,0.08420150553376526
COL9A3,4.8431690168873686e-6,0.03193440860810211,0.02,0.01,0.08441643596434684
ARFGEF1,4.851427787054875e-6,-0.02649511789509218,0.293,0.349,0.08456038632836647
SCEL,4.875716835748787e-6,-0.021401036405534025,0.005,0.013,0.08498374444710136
LOC115492075,4.882364275992711e-6,0.03764126735507012,0.018,0.009,0.08509960933055295
ABCG1,4.88262809003124e-6,-0.03826874663419688,0.489,0.567,0.08510420760924452
LOC100230122,4.8829508590846e-6,-0.037232057986921,0.055,0.075,0.08510983347384458
SLC39A6,4.895372637122001e-6,-0.01940204368044024,0.088,0.114,0.08532634506503647
LOC100228004,4.928450370439549e-6,-0.02176956741696373,0.008,0.017,0.08590288995676133
LOC105759396,4.940697512911648e-6,0.048456428302321726,0.02,0.01,0.08611635765005003
F3,4.942734569513019e-6,-0.04607563365332262,0.063,0.085,0.08615186354661192
ST8SIA6,4.979362157683938e-6,-0.05374044523528454,0.202,0.242,0.08679028240843105
SEPTIN9,5.004363233208841e-6,0.09333115755215193,0.113,0.089,0.08722605115483009
LOC115492851,5.004440657751753e-6,-0.016855413871961444,0.007,0.015,0.08722740066461306
MDGA1,5.0139044866218305e-6,-0.03602776914202413,0.039,0.057,0.08739235520181851
ACOT9,5.022309047153363e-6,-0.027475547379834125,0.039,0.057,0.08753884669188311
C1D,5.065907087580488e-6,-0.023484018580021415,0.02,0.033,0.08829876053652791
CDC42EP3,5.081060064630135e-6,-0.028255633493004584,0.077,0.101,0.08856287692650326
TRAF6,5.082148411197993e-6,-0.022037925539339198,0.022,0.036,0.08858184680718101
XPO6,5.090741892825224e-6,-0.033758420725304494,0.113,0.142,0.08873163119194365
PARVA,5.115493731979854e-6,-0.010666369194692216,0.124,0.156,0.08916305574840885
EIF3E,5.161213245621117e-6,-0.014478733540117916,0.124,0.156,0.08995994687117606
LOC100231554,5.168309878340024e-6,-0.014422307716642272,0.002,0.007,0.09008364117946663
LOC115492810,5.190476325481477e-6,0.022693097922341015,0.009,0.003,0.09047000235314215
MPHOSPH8,5.243626246689699e-6,-0.027059982383028203,0.145,0.179,0.09139640547980145
LOC100221905,5.253052505935697e-6,-0.022448008043543716,0.052,0.072,0.0915607051784592
RHOB,5.2916102344356485e-6,-0.01697369969571133,0.141,0.176,0.09223276638621335
ETNK1,5.292477684427413e-6,-0.02052706475283894,0.321,0.38,0.09224788603956982
KIF2A,5.295308454104205e-6,-0.022201734306452003,0.26,0.31,0.09229722635503629
RAB27A,5.30325386741617e-6,-0.021300047061779903,0.09,0.117,0.09243571490906385
C3H6orf120,5.307891749523141e-6,-0.031171383778429734,0.042,0.06,0.09251655319418835
TMEM63B,5.323543633820955e-6,-0.02556669479386864,0.304,0.359,0.09278936553749924
MMRN1,5.369184321819271e-6,-0.009541248151360072,0,0.004,0.0935848827293099
NRG2,5.373705689552979e-6,-0.03761582151360976,0.46,0.535,0.09366369016890842
LOC115492496,5.378971081495359e-6,-0.011204470709103256,0,0.004,0.09375546595046412
RNF180,5.3869123085820355e-6,-0.024479789391278928,0.377,0.44,0.09389388153858488
OXCT1,5.390221658160253e-6,-0.042583028772218645,0.478,0.554,0.09395156350173321
IPP,5.391767070138619e-6,-0.030993325397572755,0.03,0.045,0.09397850003251612
C2CD3,5.392433994080947e-6,-0.022923082703341702,0.125,0.156,0.0939901245168309
SMG1,5.406681431731067e-6,-0.02632777879135173,0.134,0.167,0.0942384573550725
LOC100224024,5.427153221245054e-6,-0.030270485708575268,0.03,0.045,0.0945952806463013
SCYL3,5.434345847681206e-6,-0.030257767795175416,0.055,0.076,0.09472064812508342
SPECC1,5.479855160643055e-6,-0.01847755136177215,0.096,0.124,0.09551387545000846
DNAJC1,5.488824225614063e-6,-0.020985824235619344,0.349,0.41,0.09567020625245312
SFXN1,5.500688872568376e-6,-0.02328088577263665,0.33,0.39,0.0958770070488668
GRHL3,5.504693082772841e-6,-0.014062892706162464,0.001,0.006,0.09594680043273061
MREG,5.51562114123614e-6,-0.023057466577559166,0.007,0.015,0.09613727649174592
SLC2A12,5.540456818902555e-6,-0.04791163572189874,0.064,0.086,0.09657016235347153
LOC100223106,5.570620045610063e-6,-0.013265029166891994,0.001,0.006,0.0970959073949834
TCHP,5.573745040095868e-6,-0.021349047952855027,0.029,0.045,0.09715037604887097
LOC100227838,5.6075188030023164e-6,0.021740179046489075,0.011,0.004,0.09773905273633038
LOC100219326,5.651558962585997e-6,0.12591568035147316,0.172,0.148,0.09850667271787393
TAF4,5.674511955783105e-6,-0.02853951253094511,0.056,0.077,0.09890674338929951
PPP6R3,5.7227465601017005e-6,-0.017645390188796406,0.179,0.217,0.09974747254257264
ABCC8,5.724160470101553e-6,-0.02300240247123253,0.235,0.281,0.09977211699387006
LOC115497721,5.789118938521014e-6,-0.0395051181544894,0.009,0.018,0.10090434309842128
RNF157,5.818437097284141e-6,-0.026394048665156877,0.084,0.109,0.10141535860566257
TLK1,5.833494941785302e-6,-0.03500825215943526,0.225,0.266,0.10167781683531782
TIMM44,5.837274239512133e-6,-0.0236910704787352,0.049,0.069,0.10174368999469649
NECAB1,5.875596507588279e-6,0.03814186047974097,0.035,0.021,0.10241164712726371
YY1,5.879379270520984e-6,-0.023463768931965445,0.153,0.189,0.10247758068518076
DNAJC25,5.921659972455844e-6,-0.030124095392273675,0.118,0.148,0.10321453331990536
ICE2,5.936277094410743e-6,-0.024132713767929706,0.028,0.044,0.10346930975557925
ZC2HC1A,5.9824606387207645e-6,-0.01875419613047352,0.146,0.18,0.10427428893290293
LOC100232083,6.00999145191669e-6,-0.045294444586347696,0.032,0.048,0.10475415100690791
ATRAID,6.035163416857376e-6,-0.013328917085633999,0.002,0.008,0.10519289835582406
LOC115496679,6.04500584238178e-6,0.03514417758826037,0.017,0.008,0.10536445183271442
SEMA6C,6.048162997116413e-6,-0.018628771874280504,0.004,0.011,0.10541948103973908
ARHGEF4,6.074356825040709e-6,-0.05029754047770507,0.326,0.378,0.10587603946045955
TOB1,6.092643349658139e-6,-0.03649699558873443,0.174,0.212,0.10619477358454137
SOGA3,6.16232969012643e-6,-0.019944105420542257,0.51,0.593,0.10740940649890368
SNRPA1,6.19584798355491e-6,-0.029686630364902225,0.026,0.041,0.10799363035336208
SEZ6,6.227706536627594e-6,0.14392662995187067,0.236,0.215,0.10854892493341897
